gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast
Pocillopora_acuta_KBHIv2___RNAseq.g29947.t1a,15.5909048,-2.954630835,0.291445466,-8.130743528,4.27E-16,1.67E-14,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g16696.t1,145.1515164,-2.966556756,0.115955702,-20.53882838,9.69E-94,4.78E-91,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g14337.t1,173.6702954,-2.98244403,0.264688542,-9.05774579,1.33E-19,6.13E-18,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g15988.t1,43.47647549,-3.014861674,0.261462385,-9.293494262,1.49E-20,7.17E-19,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g8145.t1,32.84809334,-3.029481393,0.144944115,-16.86525113,8.11E-64,1.29E-61,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g12018.t1,505.3263059,-3.03048189,0.324468047,-7.537011461,4.81E-14,1.69E-12,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g14497.t1a,26.23327097,-3.037438375,0.162401244,-15.10133671,1.59E-51,1.86E-49,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g21458.t1,29.25739934,-3.046683871,0.226455434,-10.87066593,1.59E-27,9.58E-26,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g2681.t1,65.99794068,-3.048748514,0.249920072,-9.858295862,6.31E-23,3.30E-21,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g21883.t1,138.629487,-3.056986754,0.23303227,-10.60807696,2.73E-26,1.59E-24,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g3131.t1,46.52341099,-3.099094933,0.145909204,-17.23080078,1.56E-66,2.83E-64,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g2151.t1,33.76465911,-3.12341668,0.220291379,-11.52316622,1.01E-30,6.95E-29,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g26005.t1,247.0313436,-3.131393626,0.324228024,-7.853827984,4.04E-15,1.49E-13,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g1409.t1a,33.4400055,-3.138998351,0.174671361,-14.62194971,2.03E-48,2.22E-46,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g21880.t1,17.0526905,-3.177471327,0.305759538,-8.478913989,2.27E-17,9.37E-16,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g28882.t2a,53.47332318,-3.183074589,0.184281013,-14.09864235,3.87E-45,3.89E-43,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g20567.t1b,46.81564965,-3.218802784,0.134955347,-19.51638333,7.97E-85,2.72E-82,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g16233.t1,107.2246339,-3.272247913,0.131135626,-20.49241307,2.52E-93,1.18E-90,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g2618.t1,41.80559803,-3.3529032,0.207655617,-13.32947668,1.56E-40,1.37E-38,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g19838.t1,55.68514667,-3.464689218,0.191765958,-15.01688176,5.69E-51,6.57E-49,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g3568.t1,274.9079068,-3.487672138,0.436237238,-6.653970327,2.85E-11,8.52E-10,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g28805.t1,30.25008601,-3.604394282,0.312015512,-9.677184837,3.77E-22,1.93E-20,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g11365.t1,651.4214644,-3.617847589,0.285187475,-10.63470648,2.05E-26,1.20E-24,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17372.t1,112.2279198,-3.621326741,0.216248408,-14.04109404,8.74E-45,8.72E-43,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g22324.t1,30.34880804,-3.637381438,0.178780875,-17.07352049,2.34E-65,4.03E-63,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g7926.t1,27.21730744,-3.666994354,0.250608855,-12.2981762,9.26E-35,7.04E-33,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g19787.t1,30.58783699,-3.70513029,0.284152656,-10.98060399,4.74E-28,2.92E-26,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g18890.t1,24.52064562,-3.785420785,0.233259411,-13.7205966,7.64E-43,7.26E-41,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g26394.t1,282.2280664,-3.79593637,0.184020247,-17.44902484,3.50E-68,6.48E-66,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g23300.t1,76.55037948,-3.796432424,0.161677119,-19.86347823,8.43E-88,3.12E-85,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g2682.t1,29.24970035,-3.815761025,0.296489973,-10.89682223,1.19E-27,7.29E-26,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g16301.t1,29.66031398,-3.827612642,0.221760873,-14.62228251,2.02E-48,2.22E-46,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g27231.t1,19.42709995,-3.828440476,0.256325157,-12.65376374,1.07E-36,8.46E-35,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.20038_t,303.1456148,-3.856562201,0.254686327,-12.84560399,9.10E-38,7.32E-36,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g12453.t1,49.64926294,-3.919239587,0.217612139,-15.32210977,5.44E-53,6.72E-51,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g27339.t1a,31.95391176,-3.937721176,0.229380317,-14.61659273,2.20E-48,2.39E-46,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g20669.t2,109.2810369,-3.966230901,0.179347616,-18.853155,2.77E-79,8.07E-77,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g29942.t1,1313.318692,-3.979421908,0.212236485,-15.99376001,1.41E-57,1.96E-55,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g20387.t1,39.03572175,-4.02043014,0.466231321,-7.368590409,1.72E-13,5.86E-12,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g26138.t1,70.55369089,-4.027921026,0.183036917,-18.81018636,6.23E-79,1.76E-76,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g2655.t1,26.61079786,-4.049300009,0.35713335,-9.700403247,3.00E-22,1.54E-20,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g6172.t1,128.6515923,-4.078781104,0.11451252,-30.51036337,1.90E-204,5.63E-201,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g15305.t1,84.04878536,-4.126952624,0.179474621,-19.73532579,1.07E-86,3.81E-84,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g23760.t1,1084.409927,-4.159244881,0.622788533,-5.739158946,9.51E-09,2.34E-07,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g10737.t1,66.17967664,-4.179785589,0.376367033,-9.55137612,1.28E-21,6.44E-20,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g19277.t1,178.8252546,-4.223774828,0.228409813,-15.9310683,3.86E-57,5.23E-55,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g16425.t1,26.10114924,-4.340175809,0.355064043,-10.5761577,3.84E-26,2.20E-24,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g16315.t1,24.98779046,-4.38720715,0.248018266,-15.33050254,4.78E-53,5.99E-51,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g4352.t1,170.8374822,-4.428522232,0.156342343,-24.58425307,1.86E-133,1.84E-130,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g21628.t1,15.40872645,-4.509124353,0.323707106,-12.12256936,8.02E-34,5.94E-32,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g933.t1,44.7523379,-4.512403566,0.240104585,-16.35720974,3.86E-60,5.82E-58,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g28385.t1,48.23280914,-4.631446235,0.281341618,-14.38281249,6.63E-47,6.98E-45,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g23532.t1,592.5758755,-4.641202125,0.293333352,-13.82808873,1.73E-43,1.66E-41,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g4208.t1,29.29242724,-4.648467003,0.407351553,-9.975424102,1.95E-23,1.03E-21,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g23488.t1,125.325361,-4.652779583,0.162358775,-25.05449481,1.56E-138,1.98E-135,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g10604.t1b,124.1535439,-4.669233266,0.152304756,-26.81643621,2.08E-158,3.08E-155,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g16163.t1,177.5732017,-4.720488686,0.253914902,-16.28705584,1.22E-59,1.82E-57,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g5303.t1,61.15864371,-4.761870178,0.259812583,-16.07661808,3.72E-58,5.29E-56,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g14968.t1,26.09240806,-4.791759309,0.307696571,-13.67190019,1.49E-42,1.41E-40,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g1781.t1,12.80129896,-4.834717917,0.447174564,-9.503571448,2.03E-21,1.01E-19,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g14956.t1,196.6042782,-4.848464306,0.455849454,-9.352872462,8.53E-21,4.17E-19,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g12654.t1b,88.87462177,-4.885831166,0.246477398,-17.44934301,3.48E-68,6.48E-66,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g3779.t1,101.7866506,-4.909697453,0.160457215,-26.95257389,5.32E-160,8.60E-157,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g31067.t1,83.24171189,-5.043544965,0.250232105,-17.81778749,5.14E-71,1.13E-68,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g3071.t1,131.5204875,-5.166305341,0.268761802,-17.0461085,3.74E-65,6.32E-63,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17143.t1,16.86195904,-5.341226722,0.405781875,-11.72123379,9.92E-32,7.20E-30,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g7238.t1,121.3896618,-5.362495005,0.25100005,-19.03399025,8.92E-81,2.73E-78,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17139.t1,56.3083544,-5.42072553,0.218727165,-22.10865321,2.61E-108,1.72E-105,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g14430.t1,17.26926726,-5.434282745,0.434740989,-11.15450432,6.81E-29,4.35E-27,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g19772.t1,123.9596016,-5.434361087,0.262071285,-18.50412028,1.91E-76,5.00E-74,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g11197.t2,109.6041433,-5.435156673,0.199680003,-24.2898342,2.51E-130,2.35E-127,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g17663.t1,70.25548249,-5.446505435,0.613231452,-7.927745588,2.23E-15,8.39E-14,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g6173.t2,19.80408279,-5.475933035,0.325923841,-15.00648288,6.66E-51,7.59E-49,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g25060.t1,44.06598804,-5.485640339,0.32550484,-15.05562204,3.17E-51,3.68E-49,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g9274.t1,37.44045268,-5.485910907,0.329974227,-14.85251879,6.70E-50,7.44E-48,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g28419.t1,26.27769913,-5.605223374,0.44530345,-11.27379739,1.77E-29,1.16E-27,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g9664.t1,77.64127882,-5.733274721,0.388853942,-13.23970691,5.18E-40,4.47E-38,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g12197.t1,887.7734651,-5.735217773,0.385519663,-13.35925444,1.05E-40,9.20E-39,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g22669.t1,474.8080993,-5.76913981,0.209729664,-24.71837893,6.79E-135,7.54E-132,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g4891.t2,16.56913282,-5.782183461,0.446717069,-11.63425648,2.76E-31,1.96E-29,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17719.t1,66.66525516,-5.825531719,0.312208263,-16.78549173,3.12E-63,4.86E-61,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g24486.t1,39.43295943,-5.860319006,0.399720494,-13.19761329,9.06E-40,7.74E-38,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g14444.t1,13.29022233,-5.900304957,0.437181555,-12.15820382,5.19E-34,3.86E-32,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g765.t1a,573.0855982,-5.920337014,0.215900616,-24.71217831,7.91E-135,8.27E-132,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g24097.t1,431.5595424,-6.00385735,0.203795156,-26.58990997,8.88E-156,1.21E-152,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g3493.t1,22.28839658,-6.073865166,0.492647539,-11.14164231,7.87E-29,4.99E-27,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g11198.t1,215.1260024,-6.18497467,0.26664953,-21.00139525,6.37E-98,3.43E-95,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g5794.t1,66.47851605,-6.211511032,0.279341945,-20.14215419,3.15E-90,1.19E-87,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g29987.t1,10.31460453,-6.217001467,0.435282477,-12.9388139,2.72E-38,2.26E-36,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g6087.t1,28.66777294,-6.29178733,0.428856959,-13.30705894,2.11E-40,1.83E-38,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g6825.t1,17.98100493,-6.367116784,0.430119363,-13.44313877,3.38E-41,3.03E-39,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.9044_t,74.30185818,-6.433993472,0.341089327,-17.14809147,6.50E-66,1.13E-63,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g20383.t1,107.7542361,-6.489771394,0.50600109,-11.66955765,1.82E-31,1.31E-29,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.15532_t,13.42625319,-6.626296841,0.494755679,-12.2107428,2.72E-34,2.04E-32,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g3464.t1,1375.884182,-6.660131348,0.287731578,-21.11401496,5.91E-99,3.28E-96,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g23234.t1,62.59994232,-6.684194087,0.443287905,-13.75907512,4.49E-43,4.29E-41,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g15306.t1,130.7609048,-6.715728271,0.202469905,-30.27988657,2.11E-201,5.36E-198,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g26502.t1,31.95816619,-6.744506234,0.456548367,-13.49154697,1.75E-41,1.61E-39,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17244.t1,11.83682953,-6.756229168,0.443893467,-13.90258502,6.11E-44,5.90E-42,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g22590.t1,46.71280116,-6.757887983,0.340770008,-18.11463844,2.44E-73,5.64E-71,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17132.t1,52.58099992,-6.796053259,0.390569209,-15.90266363,6.07E-57,8.18E-55,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g24692.t1,111.9452748,-6.89831126,0.436397828,-14.46695733,1.96E-47,2.07E-45,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g27076.t1,23.98579053,-6.964194351,0.465353992,-13.70834238,9.05E-43,8.56E-41,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g24617.t1,17.27262623,-6.979220772,0.438807911,-14.57188468,4.24E-48,4.57E-46,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g12695.t1,18.62841924,-7.0225082,0.428908398,-15.00913887,6.40E-51,7.34E-49,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17129.t1,14.68420659,-7.030622649,0.459794785,-14.01855863,1.20E-44,1.19E-42,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g16298.t1,26.88886379,-7.073181844,0.439437053,-14.76484357,2.47E-49,2.73E-47,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g25203.t1,58.46647316,-7.074503468,0.405662069,-15.99740636,1.33E-57,1.86E-55,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g30692.t1,15.39586985,-7.224603425,0.431102042,-15.40155294,1.60E-53,2.01E-51,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g6299.t1,24.65982742,-7.266012739,0.438227333,-15.2456265,1.76E-52,2.13E-50,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g27275.t1,332.1366967,-7.477505269,0.217537983,-31.68431861,2.56E-220,9.08E-217,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g408.t1,29.76567212,-7.535275949,0.479378752,-14.49858473,1.24E-47,1.32E-45,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g4697.t1,52.48039593,-7.844283728,0.451387989,-16.08222062,3.40E-58,4.87E-56,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g8165.t1b,340.5801863,-7.928460364,0.226225456,-32.46097048,3.79E-231,1.69E-227,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g1349.t1,27.68162419,-7.934936199,0.518671292,-14.17077408,1.39E-45,1.41E-43,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17134.t1,38.8801199,-8.029678879,0.42571415,-17.48759439,1.78E-68,3.40E-66,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g21561.t1,46.58171372,-8.070717928,0.439057217,-17.04961253,3.52E-65,6.01E-63,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g20766.t1,63.43959003,-8.202903574,0.426499089,-17.86156471,2.35E-71,5.29E-69,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g24482.t1,52.7096209,-8.312098637,0.449513638,-17.18999264,3.16E-66,5.61E-64,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g4896.t1,186.5537287,-8.313918836,0.439697419,-17.5778979,3.64E-69,7.43E-67,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g26139.t1,40.73768002,-8.448678875,0.427253702,-18.40526213,1.19E-75,3.03E-73,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g20330.t1a,31.55414777,-8.466036187,0.519251483,-15.17775866,4.96E-52,5.92E-50,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g24481.t1,124.4905062,-8.582549361,0.423986951,-18.86281369,2.31E-79,6.83E-77,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g23830.t1,37.23009007,-8.66654865,0.460675803,-17.54289264,6.74E-69,1.33E-66,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g17364.t2,248.0183344,-8.910506507,0.386373658,-21.54790792,5.54E-103,3.28E-100,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g28836.t1,89.53985484,-8.929430283,0.45340257,-18.40410341,1.22E-75,3.05E-73,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g27281.t1,102.2930945,-9.211342216,0.426806027,-20.21147585,7.76E-91,3.06E-88,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___RNAseq.g14953.t1,218.0979588,-9.72847555,0.487427109,-18.75872902,1.64E-78,4.49E-76,Down.Group3_v_Group2
Pocillopora_acuta_KBHIv2___TS.g12848.t1,20.3955803,-2.002053591,0.144338559,-9.817827607,9.44E-23,2.79E-21,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2887.t1,21.89989842,-2.00686842,0.265425528,-5.357080504,8.46E-08,1.35E-06,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g26419.t1,18.52633172,-2.008473855,0.238402203,-5.971049494,2.36E-09,4.12E-08,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3189.t1,43.7683742,-2.009405445,0.217682491,-6.543672575,6.00E-11,1.15E-09,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g30264.t1,25.18834187,-2.013478709,0.322677267,-4.427074214,9.55E-06,0.00012823,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20413.t2,20.04332592,-2.020454294,0.157237666,-9.129439723,6.89E-20,1.90E-18,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16425.t1,26.10114924,-2.021286458,0.132360245,-10.85162664,1.96E-27,6.63E-26,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14057.t1,62.99190259,-2.021476139,0.236784452,-6.066756616,1.31E-09,2.31E-08,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g7277.t1,25.07014812,-2.025121239,0.129842509,-11.09158125,1.38E-28,4.84E-27,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g19255.t1,26.45339411,-2.025140012,0.203387525,-7.080953025,1.43E-12,2.96E-11,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14726.t1,36.34884046,-2.027138418,0.162737237,-8.861990911,7.86E-19,2.08E-17,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g9720.t1,59.92494634,-2.02854853,0.173570091,-8.31702062,9.02E-17,2.23E-15,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23233.t1,48.36760791,-2.033433001,0.121154397,-11.95557518,6.07E-33,2.42E-31,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25618.t1,25.76659485,-2.033610374,0.15786061,-9.176753315,4.44E-20,1.24E-18,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g12170.t1,42.80461006,-2.035814286,0.121317334,-11.95914663,5.82E-33,2.32E-31,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5773.t1,42.31560679,-2.044966013,0.460338551,-3.171586456,0.001516087,0.015267386,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g3071.t1,131.5204875,-2.056922118,0.176433257,-8.342869386,7.25E-17,1.80E-15,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g10636.t2,2631.821711,-2.061194493,0.107441577,-13.73985786,5.86E-43,3.06E-41,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g19533.t2,38.45094169,-2.074909757,0.16371051,-9.101109352,8.94E-20,2.46E-18,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g2406.t1,22.51065092,-2.084801543,0.221218962,-6.77988465,1.20E-11,2.39E-10,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g20841.t1,57.19732723,-2.087844076,0.100009849,-15.0273357,4.86E-51,3.21E-49,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g16549.t1,780.5949884,-2.089367419,0.047600068,-31.60510024,3.14E-219,6.98E-216,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14399.t1,29.42704297,-2.092217212,0.207565672,-7.261579882,3.83E-13,8.15E-12,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5377.t1,140.9708001,-2.10055407,0.239417069,-6.330340498,2.45E-10,4.58E-09,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g16426.t1,52.31708062,-2.111830615,0.148399567,-10.28889875,7.91E-25,2.48E-23,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.21283_t,80.14744358,-2.11946496,0.232981057,-6.586382947,4.51E-11,8.70E-10,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23351.t1,692.4910524,-2.121025781,0.137865937,-11.14171722,7.86E-29,2.80E-27,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g8801.t1,73.3855341,-2.130368715,0.160980041,-9.599986444,8.00E-22,2.31E-20,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25007.t1,14.09410284,-2.130919111,0.231992779,-6.663813483,2.67E-11,5.17E-10,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5156.t1b,45.89961594,-2.151254066,0.228439885,-6.856471525,7.06E-12,1.42E-10,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g30611.t1,39.0074539,-2.151310499,0.124074604,-12.62424334,1.55E-36,6.93E-35,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g24341.t1,74.197643,-2.152519254,0.077259661,-20.28945935,1.59E-91,3.11E-89,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___TS.g9947.t1,17.58421379,-2.163714434,0.215952956,-7.310628951,2.66E-13,5.71E-12,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g23692.t1,24.64636851,-2.179388963,0.176015101,-9.058464049,1.32E-19,3.62E-18,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g5950.t1,127.3396263,-2.182352231,0.119058109,-13.41689145,4.81E-41,2.41E-39,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g14872.t1,76.46227593,-2.182484878,0.309216464,-5.166356146,2.39E-07,3.67E-06,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g18310.t1,122.908825,-2.193377705,0.098244617,-16.37153517,3.05E-60,2.52E-58,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g10129.t1,156.8218985,-2.200470231,0.210200506,-7.685555846,1.52E-14,3.48E-13,Down.Group2_v_Group6
Pocillopora_acuta_KBHIv2___RNAseq.g25548.t1,24.93003961,-2.201513324,0.31448704,-5.140278032,2.74E-07,4.19E-06,Down.Group2_v_Group6
